language,ISO_code,thisN,thisTrialN,thisRepN,message,EN,ES,FR,hand,inst_pic,image_w,image_h,text_x,inst_msg_EN,inst_msg_ES,stim,sequence_code,sequence_type,trial_type,key_presses,sequence_picture,prompt_before,prompt,block_adv_resp.keys,block_adv_resp.rt,block_adv_resp.duration,adv_trial.keys,adv_trial.rt,adv_trial.duration,seq_resp.keys,seq_resp.rt,seq_resp.duration,self_assess_question_EN,label_min_EN,label_middle_EN,label_max_EN,self_assess_question_ES,label_min_ES,label_middle_ES,label_max_ES,slider.response,slider.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,lang_loop.thisRepN,lang_loop.thisTrialN,lang_loop.thisN,lang_loop.thisIndex,messages_loop.thisRepN,messages_loop.thisTrialN,messages_loop.thisN,messages_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,seq_loop.thisRepN,seq_loop.thisTrialN,seq_loop.thisN,seq_loop.thisIndex,self_assess_loop.thisRepN,self_assess_loop.thisTrialN,self_assess_loop.thisN,self_assess_loop.thisIndex,thisRow.t,notes,language_code,counterbalance.group,counterbalance.remaining,load_lg.started,load_lg.stopped,msg_name,msg_value,title_text.started,left_poly.started,right_poly.started,left_text.started,right_text.started,mouse.started,handedness,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,task_title.started,block_start.started,block_main_text.started,block_number_text.started,block_adv_resp.started,timer.started,block_start.stopped,block_number,block_pause,blocks_loop.block_adv_resp.keys,blocks_loop.block_adv_resp.rt,blocks_loop.block_adv_resp.duration,reps_per_block,sequence_selected,pre_trial.started,instruction.started,adv_trial.started,press_space_text.started,pre_trial.stopped,seq_loop.adv_trial.keys,seq_loop.adv_trial.rt,seq_loop.adv_trial.duration,seq_trial.started,fix_cross.started,seq_image.started,box_F.started,box_G.started,box_H.started,box_J.started,seq_resp.started,seq_trial.stopped,seq_typed,seq_acc,seq_time,seq_loop.seq_resp.keys,seq_loop.seq_resp.rt,seq_loop.seq_resp.duration,crit_counter,seq_fb.started,seq_fb_text.started,sound_corr.started,sound_incorr.started,sound_corr.stopped,sound_incorr.stopped,seq_fb.stopped,self_assess.started,self_assess_text.started,slider.started,label_0.started,label_5.started,label_10.started,mouse_2.started,next_poly.started,next_text.started,self_assess.stopped,self_assess_loop.slider.response,self_assess_loop.slider.rt,self_assess_loop.mouse_2.x,self_assess_loop.mouse_2.y,self_assess_loop.mouse_2.leftButton,self_assess_loop.mouse_2.midButton,self_assess_loop.mouse_2.rightButton,self_assess_loop.mouse_2.time,self_assess_loop.mouse_2.clicked_name,bye.started,bye_text.started,bye.stopped,participant,session,language,date,expName,expVersion,psychopyVersion,frameRate,expStart
English,,36,0,9,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,space,0.7649185,None,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[0.842800400001579, 0.981043599997065, 1.1664316999958828, 1.329434699997364, 1.5303934999974445, 1.6744792999961646, 1.8218385000000126, 1.9823737999977311]","[0.1174721999996109, 0.15892140000505606, 0.15351960000407416, 0.13009510000119917, 0.11779020000540186, 0.18709170000511222, 0.1550573999993503, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,36,0,,,,,135.4969893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.4923858,135.4969893,135.4969893,135.4969893,136.2730466,space,0.7649185,None,136.2845619,136.2901081,136.2901081,136.2901081,136.2901081,136.2901081,136.2901081,136.2901081,138.2915082,fghjjhgf,1,1.14,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[0.842800400001579, 0.981043599997065, 1.1664316999958828, 1.329434699997364, 1.5303934999974445, 1.6744792999961646, 1.8218385000000126, 1.9823737999977311]","[0.1174721999996109, 0.15892140000505606, 0.15351960000407416, 0.13009510000119917, 0.11779020000540186, 0.18709170000511222, 0.1550573999993503, None]",,138.3212837,,,,,,138.3213237,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,37,1,9,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,space,1.1291351,None,"['f', 'f']","[2.2679283000034047, 3.7796432000031928]","[0.1364735000024666, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,1,37,1,,,,,138.3287527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.3253463,138.3287527,138.3287527,138.3287527,139.4711839,space,1.1291351,None,139.485226,139.4963329,139.4963329,139.4963329,139.4963329,139.4963329,139.4963329,139.4963329,143.308327,ff,1,1.51,"['f', 'f']","[2.2679283000034047, 3.7796432000031928]","[0.1364735000024666, None]",,143.3336667,,,,,,143.333704,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,38,2,9,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,2,38,2,,,,,143.5678522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.3368211,,,,143.3368456,None,,,143.342766,,,,,,,,143.3428089,,0,999,None,,,,143.3612336,,,,,,143.3612804,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,39,3,9,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,3,39,3,,,,,143.5678522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.3649783,,,,143.3650022,None,,,143.3712635,,,,,,,,143.3713054,,0,999,None,,,,143.3897625,,,,,,143.3898067,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,0,0,0,,,,,,,,,,,,,,,,,,,,space,0.8259848,None,,,,,,,"Please, respond the following questions about the imagery you performed in the LAST block.
Use the mouse.

In the last block, the INSTRUCTION when IMAGINING the movement was to use:","A visual
modality only","Both modalities
at the same time","A kinesthetic
modality only",s,s,s,s,5,3.1434982,[np.float64(0.3787037037037037)],[np.float64(-0.39166666666666666)],[1],[0],[0],[1.0675386000002618],"['next_poly', 'next_poly']",,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,143.5678522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5200594,143.5678522,143.5678522,143.5678522,143.5678522,143.5678522,3.2134202,146.6206739,146.6206739,147.6716934,5,3.1434982,[np.float64(0.3787037037037037)],[np.float64(-0.39166666666666666)],[1],[0],[0],[1.0675386000002618],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,1,1,0,,,,,,,,,,,,,,,,,,,,space,0.8259848,None,,,,,,,"When imagining the movement, what was the OVERALL VIVIDNESS (considering BOTH the clarity of the image AND the intensity of the sensations)? Only if you did not feel or see anything at all, then select 0.","No image at all, you only
know"" that you were",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iFST,,,,
"thinking of the movement""",  ,"Perfectly clear and vivid as
normal vision and/or
feel of movement",s,s,  ,s,7,2.5525944,[np.float64(0.36203703703703705)],[np.float64(-0.3814814814814815)],[1],[0],[0],[1.0002647000001161],"['next_poly', 'next_poly']",,,,,,,,,,,,,1,0,1,0,,,,,0,1,1,1,147.7148805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.6973839,147.7148805,147.7148805,147.7148805,147.7148805,147.7148805,2.5814143,150.2698729,150.2698729,151.2541785,7,2.5525944,[np.float64(0.36203703703703705)],[np.float64(-0.3814814814814815)],[1],[0],[0],[1.0002647000001161],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST_online2,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iFST,,,,
English,,2,2,0,,,,,,,,,,,,,,,,,,,,space,0.8259848,None,,,,,,,"When imagining the movement, did you imagine yourself making errors (e.g. pressing the wrong key)? Only if you imagined NO ERRORS in the WHOLE BLOCK, then select 0.","No errors, I was
completely accurate
during imagery",  ,"A lot of errors, I was
completely inaccurate
during imagery",s,s,  ,s,8,1.2645841,[np.float64(0.33425925925925926)],[np.float64(-0.4)],[1],[0],[0],[0.7500968000022112],"['next_poly', 'next_poly']",,,,,,,,,,,,,1,0,1,0,,,,,0,2,2,2,151.277581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.2611279,151.277581,151.277581,151.277581,151.277581,151.277581,1.2822461,152.5545452,152.5545452,153.287298,8,1.2645841,[np.float64(0.33425925925925926)],[np.float64(-0.4)],[1],[0],[0],[0.7500968000022112],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,3,3,0,,,,,,,,,,,,,,,,,,,,space,0.8259848,None,,,,,,,"When imagining the movement, what was your use of the VISUAL MODALITY of imagery (creating a visual image of the movement)? Only if you did not use visual imagery at all, select 0"".""","No visual
imagery use",  ,"High visual
imagery use",s,s,  ,s,6,1.1287332,[np.float64(0.44722222222222224)],[np.float64(-0.41944444444444445)],[1],[0],[0],[1.2166970999969635],"['next_poly', 'next_poly']",,,,,,,,,,,,,1,0,1,0,,,,,0,3,3,3,153.3110134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.2954955,153.3110134,153.3110134,153.3110134,153.3110134,153.3110134,1.1491481,154.4530793,154.4530793,155.6539192,6,1.1287332,[np.float64(0.44722222222222224)],[np.float64(-0.41944444444444445)],[1],[0],[0],[1.2166970999969635],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,4,4,0,,,,,,,,,,,,,,,,,,,,space,0.8259848,None,,,,,,,"If you used visual imagery, did you use a FIRST-PERSON PERSPECTIVE (watching the movement through the eyes of the performer, from an internal point of view)? If you selected 0 in the question before, then you must select 0 here as well.","No first-person (internal)
perspective use",  ,"High first-person (internal)
perspective use",s,s,  ,s,8,1.9321332,[np.float64(0.4462962962962963)],[np.float64(-0.40925925925925927)],[1],[0],[0],[0.7045047999999952],"['next_poly', 'next_poly']",,,,,,,,,,,,,1,0,1,0,,,,,0,4,4,4,155.67807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.6630257,155.67807,155.67807,155.67807,155.67807,155.67807,1.9494812,157.6197496,157.6197496,158.3091355,8,1.9321332,[np.float64(0.4462962962962963)],[np.float64(-0.40925925925925927)],[1],[0],[0],[0.7045047999999952],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,5,5,0,,,,,,,,,,,,,,,,,,,,space,0.8259848,None,,,,,,,"If you used visual imagery, did you use a THIRD-PERSON PERSPECTIVE (watching yourself performing the movement, from an external point of view)? If you selected 0 in the question about general visual imagery use, then you must select 0 here as well.","No third-person (external)
perspective use",  ,"High third-person (external)
perspective use",s,s,  ,s,7,1.0574145,[np.float64(0.43796296296296294)],[np.float64(-0.40185185185185185)],[1],[0],[0],[0.8667821000053664],"['next_poly', 'next_poly']",,,,,,,,,,,,,1,0,1,0,,,,,0,5,5,5,158.3358741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3182911,158.3358741,158.3358741,158.3358741,158.3358741,158.3358741,1.076883,159.4029002,159.4029002,160.2535253,7,1.0574145,[np.float64(0.43796296296296294)],[np.float64(-0.40185185185185185)],[1],[0],[0],[0.8667821000053664],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,6,6,0,,,,,,,,,,,,,,,,,,,,space,0.8259848,None,,,,,,,"When imagining the movement, what was your use of the KINESTHETIC MODALITY of imagery (feeling the sensations of the movement)? Only if you did not use kinesthetic imagery at all, select 0"".""","No kinesthetic
imagery use",  ,"High kinesthetic
imagery use",s,s,  ,s,6,2.2016785,[np.float64(0.40185185185185185)],[np.float64(-0.41944444444444445)],[1],[0],[0],[0.7478182000049856],"['next_poly', 'next_poly']",,,,,,,,,,,,,1,0,1,0,,,,,0,6,6,6,160.2706974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.2559608,160.2706974,160.2706974,160.2706974,160.2706974,160.2706974,2.21845,162.485993,162.485993,163.2205197,6,2.2016785,[np.float64(0.40185185185185185)],[np.float64(-0.41944444444444445)],[1],[0],[0],[0.7478182000049856],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,0,0,0,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,165.4829129,,,,,,,,,,,,,,,,,,,,,,,,163.2388323,163.2412903,163.2412903,163.2412903,163.2412903,165.3557365,3,2,space,2.1068288,None,10,complex,165.4004393,,,,165.4004765,None,,,165.4108693,,,,,,,,165.4109342,,0,999,None,,,,165.4385496,,,,,,165.4385912,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,1,1,0,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,165.4829129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.4459801,,,,165.4460085,None,,,165.4527958,,,,,,,,165.4528739,,0,999,None,,,,165.4748686,,,,,,165.4749144,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,2,2,0,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.9403836,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.8062924000041676, 0.9303183000010904, 1.090403400005016, 1.2446202999999514, 1.428034700002172, 1.554194500000449, 1.7060960000017076, 1.8561947000052896]","[0.10916020000149729, 0.1243356000049971, 0.12384390000079293, 0.11031050000019604, 0.09920679999777349, 0.13768479999998817, 0.13644790000398643, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,165.4829129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.4786061,165.4829129,165.4829129,165.4829129,166.4400056,space,0.9403836,None,166.454196,166.4651312,166.4651312,166.4651312,166.4651312,166.4651312,166.4651312,166.4651312,168.3390259,fjghhgjf,1,1.05,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.8062924000041676, 0.9303183000010904, 1.090403400005016, 1.2446202999999514, 1.428034700002172, 1.554194500000449, 1.7060960000017076, 1.8561947000052896]","[0.10916020000149729, 0.1243356000049971, 0.12384390000079293, 0.11031050000019604, 0.09920679999777349, 0.13768479999998817, 0.13644790000398643, None]",,168.3628573,,,,,,168.3628939,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,3,3,0,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.7511073,None,"['f', 'f']","[0.6125402000034228, 2.251847200001066]","[0.09933440000168048, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,168.3700475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.3665752,168.3700475,168.3700475,168.3700475,169.1387886,space,0.7511073,None,169.1531743,169.1592183,169.1592183,169.1592183,169.1592183,169.1592183,169.1592183,169.1592183,171.4390704,ff,1,1.64,"['f', 'f']","[0.6125402000034228, 2.251847200001066]","[0.09933440000168048, None]",,171.465871,,,,,,171.4659086,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,4,0,1,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,0,,,,,171.526454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.4692476,,,,171.4692724,None,,,171.4746267,,,,,,,,171.4746696,,0,999,None,,,,171.4918449,,,,,,171.4918823,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,5,1,1,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,1,,,,,171.526454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.4955212,,,,171.4955455,None,,,171.501787,,,,,,,,171.501835,,0,999,None,,,,171.5186327,,,,,,171.5186894,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,6,2,1,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.6214994,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.6334470000001602, 0.7562044000005699, 0.9218525999967824, 1.0726706999994349, 1.2593620999978157, 1.3912395000006654, 1.540951099996164, 1.6689914999951725]","[0.09907149999344256, 0.12725359999603825, 0.12859790000220528, 0.12410829999862472, 0.11778580000100192, 0.12527789999876404, 0.12346010000328533, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,2,,,,,171.526454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5217442,171.526454,171.526454,171.526454,172.1555464,space,0.6214994,None,172.1673621,172.1728557,172.1728557,172.1728557,172.1728557,172.1728557,172.1728557,172.1728557,173.8728545,fjghhgjf,1,1.04,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.6334470000001602, 0.7562044000005699, 0.9218525999967824, 1.0726706999994349, 1.2593620999978157, 1.3912395000006654, 1.540951099996164, 1.6689914999951725]","[0.09907149999344256, 0.12725359999603825, 0.12859790000220528, 0.12410829999862472, 0.11778580000100192, 0.12527789999876404, 0.12346010000328533, None]",,173.8982333,,,,,,173.8982724,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,7,3,1,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,1.3873492,None,"['f', 'f']","[2.4162106000003405, 4.222683699998015]","[0.13419089999661082, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,3,,,,,173.9056518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.9023635,173.9056518,173.9056518,173.9056518,175.3055519,space,1.3873492,None,175.3183736,175.3245687,175.3245687,175.3245687,175.3245687,175.3245687,175.3245687,175.3245687,179.5726301,ff,1,1.81,"['f', 'f']","[2.4162106000003405, 4.222683699998015]","[0.13419089999661082, None]",,179.5978902,,,,,,179.5979295,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,8,0,2,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,0,,,,,179.6587816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.6010858,,,,179.6011096,None,,,179.6065445,,,,,,,,179.6066048,,0,999,None,,,,179.6240594,,,,,,179.6241257,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,9,1,2,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,1,9,1,,,,,179.6587816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.6278198,,,,179.6278462,None,,,179.633722,,,,,,,,179.6337756,,0,999,None,,,,179.6506879,,,,,,179.650725,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,10,2,2,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.4641465,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.936561199996504, 1.0940661999993608, 1.2783506999985548, 1.4822660999998334, 1.6857837999996264, 1.8390454999971553, 2.0057662000035634, 2.157292399999278]","[0.13504730000568088, 0.13228430000162916, 0.1348645000034594, 0.11524030000146013, 0.11489810000057332, 0.14698430000134977, 0.13843379999889294, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,2,10,2,,,,,179.6587816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.6538477,179.6587816,179.6587816,179.6587816,180.1398808,space,0.4641465,None,180.148586,180.1536388,180.1536388,180.1536388,180.1536388,180.1536388,180.1536388,180.1536388,182.3401889,fjghhgjf,1,1.22,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.936561199996504, 1.0940661999993608, 1.2783506999985548, 1.4822660999998334, 1.6857837999996264, 1.8390454999971553, 2.0057662000035634, 2.157292399999278]","[0.13504730000568088, 0.13228430000162916, 0.1348645000034594, 0.11524030000146013, 0.11489810000057332, 0.14698430000134977, 0.13843379999889294, None]",,182.3600598,,,,,,182.360096,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,11,3,2,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.735614,None,"['f', 'f']","[1.1090655000007246, 2.963782100006938]","[0.1518595000015921, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,3,11,3,,,,,182.3668367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.363795,182.3668367,182.3668367,182.3668367,183.1056141,space,0.735614,None,183.1218839,183.1287446,183.1287446,183.1287446,183.1287446,183.1287446,183.1287446,183.1287446,186.1238205,ff,1,1.85,"['f', 'f']","[1.1090655000007246, 2.963782100006938]","[0.1518595000015921, None]",,186.1588776,,,,,,186.158941,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,12,0,3,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,12,0,,,,,186.2264612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.1644741,,,,186.1645121,None,,,186.1715221,,,,,,,,186.1715748,,0,999,None,,,,186.1892734,,,,,,186.1893124,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,13,1,3,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,1,13,1,,,,,186.2264612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.1933263,,,,186.1933533,None,,,186.2012324,,,,,,,,186.2012827,,0,999,None,,,,186.2188956,,,,,,186.218935,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
